ranker|school_name|year_min|year_max|years|g|wins|losses|win_loss_pct|srs|sos|poll_final|conf_champ_count|conf_champ_post_count|ncaa_count|ncaa_final_four_count|ncaa_champ_count|
271|New Hampshire Wildcats|1927|2015|63|1589|531|1058|.334|-12.37|-5.49|0|1|0|0|0|0
272|New Mexico Lobos|1900|2015|109|2450|1429|1021|.583|7.82|3.45|11|12|6|15|0|0
273|New Mexico State Aggies|1905|2015|105|2470|1424|1044|.577|4.02|1.45|5|15|8|21|1|0
274|New Orleans Privateers|1976|2015|38|1099|609|490|.554|-1.41|-1.48|2|8|3|4|0|0
275|New York University Violets|1907|1971|65|1184|725|459|.612|||2|6|0|6|2|0
276|Newberry Wolves|1921|1921|1|4|2|2|.500|||0|0|0|||
277|Niagara Purple Eagles|1906|2015|109|2581|1418|1162|.550|-4.97|-3.16|2|10|2|3|0|0
278|Nicholls State Colonels|1981|2015|35|972|384|588|.395|-12.30|-5.91|0|2|2|2|0|0
279|NJIT Highlanders|2010|2015|6|178|85|93|.478|-11.61|-7.82|0|1|0|0|0|0
280|Norfolk State Spartans|1998|2015|18|540|252|288|.467|-11.74|-8.64|0|1|1|1|0|0
281|North Carolina A&T Aggies|1974|2015|42|1217|601|616|.494|-12.13|-9.43|0|11|14|10|0|0
282|North Carolina Central Eagles|2011|2015|5|153|102|51|.667|-3.45|-7.55|0|2|1|1|0|0
283|North Carolina State Wolfpack|1913|2015|103|2661|1654|1007|.622|12.03|8.07|17|13|17|25|3|2
284|North Carolina Tar Heels|1911|2015|105|2895|2132|763|.736|19.96|9.88|46|36|25|45|18|5
285|North Carolina-Asheville Bulldogs|1987|2015|29|851|401|450|.471|-10.38|-5.74|0|5|4|3|0|0
286|North Carolina-Greensboro Spartans|1992|2015|24|709|302|407|.426|-8.09|-4.63|0|4|2|2|0|0
287|North Carolina-Wilmington Seahawks|1977|2015|39|1138|584|554|.513|-2.93|-2.21|0|5|4|4|0|0
288|North Central Cardinals|1911|1922|8|115|78|37|.678|||0|0|0|||
289|North Dakota State Bison|1898|2015|36|600|431|169|.718|0.75|-3.32|0|2|2|2|0|0
290|North Dakota UND|1905|2015|22|351|227|124|.647|-9.56|-5.38|0|0|2|0|0|0
291|North Florida Ospreys|2010|2015|6|188|89|99|.473|-5.98|-2.19|0|0|0|0|0|0
292|North Texas Mean Green|1922|2015|60|1622|717|905|.442|-5.70|-1.99|0|3|3|3|0|0
293|Northeastern Huskies|1938|2015|52|1400|723|677|.516|-3.93|-3.91|0|11|7|7|0|0
294|Northeastern Illinois Golden Eagles|1991|1998|8|216|78|138|.361|-14.90|-6.67|0|0|0|0|0|0
295|Northern Arizona Lumberjacks|1919|2015|76|1768|824|944|.466|-5.74|-2.36|0|6|2|2|0|0
296|Northern Colorado Bears|1911|2015|36|598|320|278|.535|-4.02|-4.26|0|3|1|1|0|0
297|Northern Illinois Huskies|1927|2015|49|1348|599|749|.444|-4.23|-1.45|0|3|2|3|0|0
298|Northern Iowa Panthers|1981|2015|35|1044|546|498|.523|0.71|1.32|0|2|4|6|0|0
299|Northern Kentucky Norse|2013|2015|3|82|31|51|.378|-8.19|-4.38|0|0|0|0|0|0
300|Northest Missouri State Bearcats|1930|1932|3|97|89|8|.918|||0|0|0|||
301|Northwestern State Demons|1977|2015|39|1118|508|610|.454|-9.14|-5.51|0|3|3|3|0|0
302|Northwestern Wildcats|1905|2015|110|2470|1013|1456|.410|2.93|8.16|0|2|0|0|0|0
303|Notre Dame Fighting Irish|1897|2015|111|2760|1788|971|.648|10.86|6.25|23|5|0|33|1|0
304|Oakland Golden Grizzlies|2000|2015|16|507|269|238|.531|-1.44|-0.85|0|3|3|3|0|0
305|Oberlin Yeomen|1905|1921|7|82|61|21|.744|||0|0|0|||
306|Ohio Bobcats|1908|2015|108|2550|1457|1093|.571|1.42|0.13|0|10|6|13|0|0
307|Ohio State Buckeyes|1899|2015|116|2741|1680|1061|.613|13.87|8.34|21|22|5|30|11|1
308|Ohio Wesleyan Battling Bishops|1929|1935|2|40|35|5|.875|||0|0|0|||
309|Oklahoma City Chiefs|1951|1985|35|948|530|418|.559|-5.71|0.20|3|0|1|11|0|0
310|Oklahoma Sooners|1908|2015|108|2625|1601|1024|.610|14.66|7.28|17|14|7|28|4|0
311|Oklahoma State Cowboys|1908|2015|106|2698|1594|1104|.591|12.05|7.13|18|19|4|26|6|2
312|Old Dominion Monarchs|1977|2015|39|1202|724|478|.602|3.23|0.45|0|8|6|11|0|0
313|Oral Roberts Golden Eagles|1972|2015|40|1181|687|494|.582|-0.34|-1.35|2|10|5|5|0|0
314|Oregon Ducks|1903|2015|110|2871|1548|1323|.539|7.46|7.13|3|4|3|12|1|1
315|Oregon State Beavers|1902|2015|114|2967|1701|1266|.573|6.29|6.49|8|12|0|16|2|0
316|Pacific Tigers|1938|2015|65|1819|935|884|.514|0.18|0.67|1|10|5|9|0|0
317|Penn State Nittany Lions|1897|2015|119|2521|1402|1118|.556|4.25|4.89|2|2|1|9|1|0
318|Pennsylvania Quakers|1897|2015|114|2768|1716|1051|.620|-1.20|-3.03|6|37|0|23|1|0
319|Pepperdine Waves|1944|2015|61|1731|876|855|.506|1.38|1.32|1|12|3|13|0|0
320|Phillips Haymakers|1920|1920|1|3|2|1|.667|||0|0|0|||
321|Pittsburg State Gorillas|1927|1931|5|103|86|17|.835|||0|0|0|||
322|Pittsburgh Panthers|1906|2015|108|2648|1554|1094|.587|11.68|6.85|13|11|4|25|1|0
323|Portland Pilots|1954|2015|62|1729|745|984|.431|-3.15|0.86|0|0|1|2|0|0
324|Portland State Vikings|1973|2015|26|734|357|377|.486|-5.95|-2.97|0|2|2|2|0|0
325|Prairie View Panthers|1981|2015|35|993|265|728|.267|-22.08|-8.13|0|1|1|1|0|0
326|Pratt Institute Cannoneers|1934|1934|1|14|8|6|.571|||0|0|0|||
327|Presbyterian Blue Hose|2011|2015|5|152|50|102|.329|-13.96|-4.87|0|0|0|0|0|0
328|Princeton Tigers|1901|2015|115|2714|1668|1046|.615|-0.09|-3.98|4|29|0|24|1|0
329|Providence Friars|1929|2015|66|1877|1149|728|.612|8.55|6.72|6|3|2|16|2|0
330|Purdue Boilermakers|1897|2015|117|2690|1708|982|.635|13.78|8.74|18|22|1|26|2|0
331|Quinnipiac Bobcats|1999|2015|17|500|251|249|.502|-8.00|-7.08|0|1|0|0|0|0
332|Radford Highlanders|1985|2015|31|913|467|446|.512|-9.73|-7.52|0|4|2|2|0|0
333|Regis (CO) Rangers|1962|1964|3|66|37|29|.561|||0|0|0|0|0|0
334|Rensselaer Engineers|1901|1924|4|39|28|11|.718|||0|0|0|||
335|Rhode Island Rams|1904|2015|109|2507|1423|1084|.568|2.25|2.42|0|15|1|8|0|0
336|Rice Owls|1915|2015|101|2416|1055|1361|.437|-1.09|2.33|0|10|0|4|0|0
337|Richmond Spiders|1913|2015|103|2443|1303|1140|.533|2.63|0.67|1|6|6|9|0|0
338|Rider Broncs|1929|2015|52|1454|765|689|.526|-6.15|-5.27|0|11|3|3|0|0
339|Ripon Red Hawks|1902|1922|5|59|46|13|.780|||0|0|0|||
340|Roanoke Maroons|1912|1919|8|92|67|25|.728|||0|0|0|||
341|Robert Morris Colonials|1977|2015|39|1142|564|578|.494|-8.02|-6.75|0|11|7|7|0|0
342|Rochester (NY) Yellowjackets|1910|1944|7|111|74|37|.667|||0|0|0|0|0|0
343|Rose-Hulman Fightin' Engineers|1898|1898|1|4|2|2|.500|||0|0|0|||
344|Rutgers Scarlet Knights|1914|2015|101|2316|1189|1127|.513|3.18|4.60|2|10|2|6|1|0
345|Sacramento State Hornets|1992|2015|24|666|189|477|.284|-13.27|-2.81|0|0|0|0|0|0
346|Sacred Heart Pioneers|2000|2015|16|467|171|296|.366|-11.33|-6.67|0|0|0|0|0|0
347|Saint Francis (PA) Red Flash|1956|2015|60|1608|710|898|.442|-11.63|-6.87|0|1|1|1|0|0
348|Saint Joseph's Hawks|1910|2015|106|2635|1575|1060|.598|5.11|3.10|6|20|5|20|1|0
349|Saint Louis Billikens|1916|2015|99|2514|1367|1147|.544|4.21|3.35|10|7|2|9|0|0
350|Saint Mary's (CA) Gaels|1910|2015|106|2435|1229|1206|.505|1.60|0.88|2|6|3|8|0|0
351|Saint Peter's Peacocks|1966|2015|50|1408|698|710|.496|-4.77|-3.95|0|6|3|3|0|0
352|Sam Houston State Bearkats|1987|2015|29|837|427|410|.510|-7.24|-5.27|0|5|2|2|0|0
353|Samford Bulldogs|1973|2015|43|1221|531|690|.435|-8.47|-5.93|0|3|2|2|0|0
354|San Diego State Aztecs|1971|2015|45|1330|701|629|.527|3.03|3.60|3|6|6|10|0|0
355|San Diego Toreros|1980|2015|36|1046|527|519|.504|-0.09|0.34|0|2|2|4|0|0
356|San Francisco Dons|1924|2015|88|2258|1304|954|.578|0.05|1.17|9|15|1|16|3|2
357|San Jose State Spartans|1938|2015|65|1762|723|1039|.410|-3.26|2.17|0|1|2|2|0|0
358|Santa Clara Broncos|1909|2015|106|2469|1431|1038|.580|1.64|1.49|2|11|2|11|1|0
359|Savage School of Physical Education |1896|1898|2|8|6|2|.750|||0|0|0|||
360|Savannah State Tigers|2003|2015|13|381|130|251|.341|-16.77|-4.38|0|1|0|0|0|0
361|Scranton Royals|1948|1948|1|27|7|20|.259|||0|0|0|0|0|0
362|Seattle Redhawks|1953|2015|33|898|540|358|.601|-5.41|-2.57|5|3|0|11|1|0
363|Seton Hall Pirates|1909|2015|102|2459|1425|1033|.580|7.63|6.66|6|4|2|9|1|0
364|Sewanee Tigers|1923|1941|19|248|48|200|.194|||0|0|0|0|0|0
365|Siena Saints|1939|2015|57|1543|854|689|.553|-2.16|-3.73|1|9|6|6|0|0
366|South Alabama Jaguars|1972|2015|44|1268|725|543|.572|0.22|-1.04|0|12|5|8|0|0
367|South Carolina Gamecocks|1909|2015|107|2538|1338|1199|.527|6.61|5.88|8|7|2|8|0|0
368|South Carolina State Bulldogs|1972|2015|44|1282|638|644|.498|-12.48|-9.92|0|8|5|5|0|0
369|South Carolina Upstate Spartans|2011|2015|5|157|79|78|.503|-3.95|-3.89|0|0|0|0|0|0
370|South Dakota Coyotes|2011|2015|5|149|64|85|.430|-7.92|-4.16|0|0|0|0|0|0
371|South Dakota State Jackrabbits|2009|2015|7|224|137|87|.612|0.50|-3.00|0|1|2|2|0|0
372|South Florida Bulls|1974|2015|42|1225|573|652|.468|2.60|3.67|0|1|1|3|0|0
373|Southeast Missouri State Redhawks|1992|2015|24|700|302|398|.431|-8.32|-4.78|0|1|1|1|0|0
374|Southeastern Louisiana Lions|1981|2015|34|960|414|546|.431|-10.96|-6.19|0|4|1|1|0|0
375|Southern California Trojans|1907|2015|109|2686|1530|1156|.570|7.21|6.99|9|7|1|16|2|0
376|Southern Illinois Salukis|1968|2015|48|1414|784|630|.554|2.99|2.60|1|9|5|10|0|0
377|Southern Illinois-Edwardsville Cougars|2011|2015|5|138|48|90|.348|-12.94|-4.67|0|0|0|0|0|0
378|Southern Jaguars|1978|2015|38|1105|584|521|.529|-10.03|-10.18|0|8|8|8|0|0
379|Southern Methodist Mustangs|1917|2015|99|2433|1253|1180|.515|2.44|2.74|2|13|1|10|1|0
380|Southern Mississippi Golden Eagles|1967|2015|44|1280|685|595|.535|3.71|3.15|1|2|0|3|0|0
381|Southern Utah Thunderbirds|1989|2015|27|770|336|434|.436|-7.04|-3.63|0|3|3|1|0|0
382|Southwestern (KS) Moundbuilders|1905|1923|19|289|212|77|.734|||0|0|0|||
383|Southwestern (TX) Pirates|1915|1916|2|10|1|9|.100|||0|0|0|||
384|Springfield Pride|1897|1935|30|406|268|138|.660|||0|0|0|||
385|St. Bonaventure Bonnies|1920|2015|95|2262|1271|991|.562|-0.88|1.71|6|7|1|6|1|0
386|St. Francis (NY) Terriers|1902|2015|96|2374|1173|1201|.494|-11.62|-8.21|0|5|0|0|0|0
387|St. John's (NY) Red Storm|1908|2015|108|2791|1837|954|.658|10.05|7.20|15|14|3|28|2|0
388|St. John's College (OH) |1921|1921|1|15|15|0|1.000|||0|0|0|||
389|St. Lawrence Saints|1902|1914|7|99|70|29|.707|||0|0|0|||
390|Stanford Cardinal|1914|2015|100|2553|1458|1095|.571|11.10|6.80|10|11|1|17|2|1
391|Stephen F. Austin Lumberjacks|1987|2015|29|831|453|378|.545|-6.62|-6.75|0|6|2|2|0|0
392|Stetson Hatters|1972|2015|44|1239|578|661|.467|-8.38|-4.67|0|0|0|0|0|0
393|Stevens Institute Ducks|1917|1920|4|48|37|11|.771|||0|0|0|||
394|Stony Brook Seawolves|2000|2015|16|480|225|255|.469|-7.61|-5.58|0|4|0|0|0|0
395|SUNY-Potsdam Bears|1910|1913|2|32|22|10|.688|||0|0|0|||
396|Swarthmore Garnet|1906|1919|11|133|92|41|.692|||0|0|0|||
397|Syracuse Orange|1899|2015|115|2770|1922|847|.694|15.66|7.28|30|11|5|37|5|1
398|Temple Owls|1895|2015|119|2863|1842|1021|.643|9.93|4.71|9|21|10|31|2|0
399|Tennessee State Tigers|1978|2015|38|1079|450|629|.417|-8.87|-4.59|0|2|2|2|0|0
400|Tennessee Tech Golden Eagles|1944|2015|61|1643|818|825|.498|-6.59|-3.79|0|7|1|2|0|0
401|Tennessee Volunteers|1909|2015|106|2564|1566|996|.611|10.59|7.87|11|12|4|20|0|0
402|Tennessee-Martin Skyhawks|1993|2015|23|659|236|423|.358|-11.59|-4.12|0|1|0|0|0|0
403|Texas A&M Aggies|1913|2015|103|2556|1341|1215|.525|4.71|4.28|3|11|2|12|0|0
404|Texas A&M-Corpus Christi Islanders|2003|2015|13|387|193|194|.499|-5.75|-4.18|0|4|1|1|0|0
405|Texas Christian Horned Frogs|1914|2015|102|2475|1141|1334|.461|2.98|3.03|3|11|0|7|0|0
406|Texas Longhorns|1906|2015|109|2730|1715|1015|.628|11.02|6.18|11|25|2|31|3|0
407|Texas Southern Tigers|1978|2015|38|1101|533|568|.484|-11.12|-8.66|0|9|5|5|0|0
408|Texas State Bobcats|1985|2015|31|888|386|502|.435|-9.31|-5.87|0|3|2|2|0|0
409|Texas Tech Red Raiders|1926|2015|87|2306|1278|1028|.554|5.65|5.21|4|12|5|14|0|0
410|Texas Wesleyan Rams|1948|1948|1|30|19|11|.633|||0|0|0|0|0|0
411|Texas-Arlington Mavericks|1969|2015|47|1320|585|735|.443|-7.38|-4.73|0|2|1|1|0|0
412|Texas-El Paso Miners|1923|2015|87|2205|1278|927|.580|6.42|2.76|4|13|5|17|1|1
413|Texas-Pan American Broncs|1969|2015|47|1302|564|738|.433|-8.57|-2.36|0|5|0|0|0|0
414|Texas-San Antonio Roadrunners|1982|2015|34|984|506|478|.514|-5.93|-4.95|0|3|4|4|0|0
415|Toledo Rockets|1916|2015|100|2396|1369|1027|.571|-0.45|-0.38|2|11|1|4|0|0
416|Towson Tigers|1980|2015|36|1054|428|626|.406|-8.70|-4.55|0|4|3|2|0|0
417|Trinity (CT) Bantams|1897|1911|8|81|28|53|.346|||0|0|0|||
418|Trinity (TX) Tigers|1971|1973|3|70|25|45|.357|||0|0|0|0|0|0
419|Troy Trojans|1994|2015|22|642|311|331|.484|-8.11|-5.75|0|6|1|1|0|0
420|Tulane Green Wave|1906|2015|105|2384|1182|1202|.496|2.21|2.38|1|6|0|3|0|0
421|Tulsa Golden Hurricane|1914|2015|102|2472|1373|1099|.555|7.39|2.93|5|10|6|15|0|0
422|UCLA Bruins|1920|2015|96|2603|1800|803|.692|13.96|7.98|40|31|4|46|18|11
423|Union (NY) Dutchmen|1907|1925|19|266|162|104|.609|||0|0|0|||
424|Utah State Aggies|1904|2015|110|2585|1525|1060|.590|4.77|1.39|4|15|8|20|0|0
425|Utah Utes|1909|2015|107|2678|1726|952|.645|8.72|4.50|19|31|5|27|4|1
426|Utah Valley Wolverines|2010|2015|6|181|94|87|.519|-9.79|-6.88|0|3|0|0|0|0
427|Utica Pioneers|1982|1987|6|158|64|94|.405|-12.95|-7.35|0|0|0|0|0|0
428|Valparaiso Crusaders|1918|2015|80|1992|1041|951|.523|-3.61|-2.16|0|11|9|8|0|0
429|Vanderbilt Commodores|1901|2015|113|2631|1540|1091|.585|10.16|7.36|11|3|3|13|0|0
430|Vermont Catamounts|1921|2015|60|1596|814|782|.510|-6.82|-6.07|0|7|5|5|0|0
431|Villanova Wildcats|1921|2015|95|2552|1641|911|.643|12.33|7.87|18|9|3|34|4|1
432|Virginia Cavaliers|1906|2015|110|2649|1508|1140|.569|12.69|8.52|8|7|2|18|2|0
433|Virginia Commonwealth Rams|1974|2015|42|1270|818|452|.644|5.60|1.33|2|9|8|13|1|0
434|Virginia Military Institute Keydets|1909|2015|107|2304|861|1443|.374|-11.66|-4.37|1|2|3|3|0|0
435|Virginia Tech Hokies|1909|2015|107|2541|1374|1167|.541|6.21|4.68|1|2|1|8|0|0
436|Wabash Little Giants|1897|1925|29|407|301|106|.740|||0|0|0|||
437|Wagner Seahawks|1966|2015|43|1219|581|638|.477|-9.77|-7.50|0|1|1|1|0|0
438|Wake Forest Demon Deacons|1906|2015|109|2642|1484|1158|.562|11.25|8.23|17|4|5|22|1|0
439|Washburn Ichabods|1906|1941|35|557|270|283|.488|||0|0|0|0|0|0
440|Washington & Jefferson Presidents|1913|1944|10|128|73|55|.570|||0|0|0|0|0|0
441|Washington & Lee Generals|1907|1959|51|905|472|432|.522|||0|3|2|0|0|0
442|Washington (MO) Bears|1905|1960|52|921|433|488|.470|||0|2|0|0|0|0
443|Washington College Shoremen|1913|1925|13|151|109|42|.722|||0|0|0|||
444|Washington Huskies|1896|2015|114|2842|1719|1123|.605|8.08|7.15|8|11|3|16|1|0
445|Washington State Cougars|1902|2015|114|2989|1546|1443|.517|5.76|6.18|3|2|0|6|1|0
446|Wayne State (MI) Warriors|1928|1950|5|104|47|57|.452|||0|0|0|0|0|0
447|Weber State Wildcats|1964|2015|52|1509|952|557|.631|0.21|-1.58|1|21|9|15|0|0
448|Wesleyan (CT) Cardinals|1896|1913|13|171|97|74|.567|||0|0|0|||
449|West Chester Golden Rams|1899|1982|10|244|86|158|.352|-18.03|-7.63|0|1|0|0|0|0
450|West Texas A&M Buffaloes|1921|1986|54|1275|707|568|.555|-0.41|3.10|0|4|0|1|0|0
451|West Virginia Mountaineers|1904|2015|106|2717|1671|1046|.615|9.37|5.11|13|16|13|25|2|0
452|Western Carolina Catamounts|1977|2015|39|1129|503|626|.446|-8.31|-4.00|0|3|1|1|0|0
453|Western Illinois Leathernecks|1982|2015|34|972|414|558|.426|-8.30|-3.79|0|2|1|0|0|0
454|Western Kentucky Hilltoppers|1922|2015|94|2571|1708|863|.664|3.16|-0.03|11|28|19|23|1|0
455|Western Michigan Broncos|1914|2015|102|2412|1286|1126|.533|-1.29|0.09|1|10|2|4|0|0
456|Western State Mountaineers|1924|1937|14|189|88|101|.466|||0|0|0|||
457|Westminster (MO) Blue Jays|1920|1920|1|17|17|0|1.000|||0|0|0|||
458|Westminster (PA) Titans|1898|1935|21|294|210|84|.714|||0|0|0|||
459|Wheaton (IL) Thunder|1902|1905|4|57|39|17|.696|||0|0|0|||
460|Whittier Poets|1909|1915|3|42|38|3|.927|||0|0|0|||
461|Wichita State Shockers|1906|2015|108|2640|1476|1164|.559|5.78|2.81|5|8|3|11|2|0
462|Widener Pride|1899|1909|5|26|20|6|.769|||0|0|0|||
463|William & Mary Tribe|1906|2015|110|2505|1159|1346|.463|-4.99|-1.43|0|2|0|0|0|0
464|Williams Ephs|1901|1911|10|161|136|24|.850|||0|0|0|||
465|Winthrop Eagles|1987|2015|29|862|445|417|.516|-8.77|-6.97|1|7|10|9|0|0
466|Wisconsin Badgers|1899|2015|117|2675|1515|1160|.566|11.85|8.58|13|17|2|20|3|1
467|Wisconsin-Stevens Point Pointers|1898|1918|21|156|98|58|.628|||0|0|0|||
468|Wisconsin-Superior Yellowjackets|1900|1901|2|14|10|4|.714|||0|0|0|||
469|Wittenberg Tigers|1931|1931|1|20|18|2|.900|||0|0|0|||
470|Wofford Terriers|1996|2015|20|595|278|317|.467|-7.01|-3.02|0|2|3|3|0|0
471|Wooster Fighting Scots|1901|1931|31|390|225|165|.577|||0|0|0|||
472|Worcester Tech Engineers|1920|1920|1|16|14|2|.875|||0|0|0|||
473|Wright State Raiders|1988|2015|28|830|442|388|.533|-2.02|-2.03|0|2|2|2|0|0
474|Wyoming Cowboys|1905|2015|110|2578|1468|1110|.569|4.89|3.10|4|21|2|14|1|1
475|Xavier Musketeers|1920|2015|94|2343|1384|959|.591|9.00|2.81|10|17|9|24|0|0
476|Yale Elis|1896|2015|120|2834|1397|1435|.493|-7.82|-5.75|1|12|0|3|0|0
477|Youngstown State Penguins|1948|2015|35|998|388|610|.389|-8.26|-3.30|0|0|0|0|0|0
